treemap,scenario,etage_1,etage_2,etage_3,case,contribution,explication
Jeu de société,Particules fines,Format moyen,Production des éléments en plastique,Production des emballages des cartes,0.000000000033400,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000028300000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production des règles du jeu,0.000000003240000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000000199000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Transport du jeu,Transport de la Chine à la Suisse,0.000000007840000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production de la boîte du jeu,0.000000065270000,par étape de cycle de vie,Le Musée Suisse du Jeu possède une grande collection de jeux à ta disposition dans sa salle de jeux.
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production du plateau de jeu,0.000000091570000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en bois,Production des pions,0.000000002637000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en bois,Production des dés,0.000000002772000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production des cartes,0.000000046910000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en plastique,Production des emballages des cartes,0.000000000033370,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en plastique,Production des figurines,0.000000003228000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000137200000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production des règles du jeu,0.000000011770000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000000438900,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Transport du jeu,Transport de la Chine à la Suisse,0.000000028710000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Fabrication du ↴,Téléphone (smartphone),0.036754000000000,par étape de cycle de vie,Utiliser des équipements que tu as déjà pour jouer contribue à réduire ton impact sur l'environnement.
Jeu vidéo,Changement climatique,Jouer sur téléphone,Transport du ↴,Téléphone (smartphone),0.001173000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Utilisation du ↴,Téléphone (smartphone),0.001168172839506,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Fin de vie du ↴,Téléphone (smartphone),0.000391000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Connexion internet,Fabrication,0.003430000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Connexion internet,Transport,0.000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Connexion internet,Utilisation,0.003570000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Connexion internet,Fin de vie,0.000143000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Serveurs,Fabrication,0.000126000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Serveurs,Transport,0.000006210,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Serveurs,Utilisation,0.000072500,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur téléphone,Serveurs,Fin de vie,0.000002070,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Fabrication du ↴,Téléphone (smartphone),0.000001880000000,par étape de cycle de vie,"Plus on a besoin d'équipements et plus ils sont grands, plus notre impact lorsque nous jouons est grand. L'impact environnemental se trouve dans la matérialité de nos pratiques."
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Transport du ↴,Téléphone (smartphone),0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Utilisation du ↴,Téléphone (smartphone),0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Fin de vie du ↴,Téléphone (smartphone),0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Connexion internet,Fabrication,0.000000434000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Connexion internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Connexion internet,Utilisation,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Connexion internet,Fin de vie,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Serveurs,Fabrication,0.000000009070000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Serveurs,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Serveurs,Utilisation,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur téléphone,Serveurs,Fin de vie,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Fabrication du ↴,Téléphone (smartphone),0.000000001240800,par étape de cycle de vie,Le jeu le moins impactant sur l'environnement est le jeu que tu as déjà.
Jeu vidéo,Particules fines,Jouer sur téléphone,Transport du ↴,Téléphone (smartphone),0.000000000056400,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Utilisation du ↴,Téléphone (smartphone),0.000000000168504,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Fin de vie du ↴,Téléphone (smartphone),0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Connexion internet,Fabrication,0.000000000143000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Connexion internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Connexion internet,Utilisation,0.000000000798000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Connexion internet,Fin de vie,0.000000000009500,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Serveurs,Fabrication,0.000000000006360,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Serveurs,Transport,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Serveurs,Utilisation,0.000000000024000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur téléphone,Serveurs,Fin de vie,0.000000000000310,par étape de cycle de vie,
